Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
06/11/2025,CHEV,4D,,BLU,EX71112,IL,10300 S. Doty,(773) 568-8495,2988806
06/10/2025,LINC,4D,,BLK,ES22512,IL,10300 S. Doty,(773) 568-8495,2988807
05/18/2025,CHRY,4D,200,BLK,FH51348,IL,701 N. Sacramento,(773) 265-7605,7123299
07/03/2025,MERZ,4D,,TAN,EZ94884,IL,701 N. Sacramento,(773) 265-7605,7127283
06/23/2025,LEXS,LL,,GLD,FJ92331,IL,701 N. Sacramento,(773) 265-7605,7126176
06/27/2025,TOYT,4D,CAM,BLU,G339923,IL,10300 S. Doty,(773) 568-8495,2989464
06/13/2025,CHEV,LL,,GRY,1234567,IL,701 N. Sacramento,(773) 265-7605,7125241
06/16/2025,FORD,LL,EPD,BLK,NONE,IL,701 N. Sacramento,(773) 265-1846,1549403
04/29/2025,VOLK,LL,,SIL,DC19939,IL,701 N. Sacramento,(773) 265-7605,7121749
07/01/2025,TOYT,4D,COA,GRY,EG78012,IL,701 N. Sacramento,(773) 265-7605,7127168
07/13/2025,KIA,LL,,GRY,CA48653,IL,701 N. Sacramento,(773) 265-7605,7128091
06/11/2025,FORD,PK,,WHI,011777A2,IL,10300 S. Doty,(773) 568-8495,2988805
07/06/2025,HOND,4D,,GRN,FE52910,IL,701 N. Sacramento,(773) 265-7605,7127495
05/06/2025,TOYT,4D,,SIL,FC36042,IL,400 E. Lower Wacker,(312) 744-7550,0342060
06/13/2025,NISS,4D,,BLU,DW32764,IL,10300 S. Doty,(773) 568-8495,2988906
06/15/2025,NISS,4D,ALT,BLK,BZ75311,IL,701 N. Sacramento,(773) 265-7605,7125623
06/11/2025,FORD,VC,,WHI,1092493B,IL,10300 S. Doty,(773) 568-8495,2988810
06/27/2025,FORD,PK,F15,BLK,2362997B,IL,10300 S. Doty,(773) 568-8495,2989462
06/25/2025,CHEV,4D,MAL,SIL,EC91847,IL,10300 S. Doty,(773) 568-8495,2989387
06/08/2025,VOLV,SW,,SIL,EH64331,IL,701 N. Sacramento,(773) 265-7605,7124975
05/14/2025,HOND,4D,ACC,BLK,FE61948,IL,10300 S. Doty,(773) 568-8495,2987671
04/29/2025,TOYT,LL,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1549128
06/08/2025,TOYT,4D,,GLD,9JQ,CA,400 E. Lower Wacker,(312) 744-7550,030
07/06/2025,HOND,4D,,SIL,DE24489,IL,701 N. Sacramento,(773) 265-7605,7127496
07/06/2025,HYUN,LL,,BLK,EP40501,IL,701 N. Sacramento,(773) 265-7605,7127498
05/27/2025,NISS,4D,,BLK,DY50577,IL,701 N. Sacramento,(773) 265-7605,7123992
06/19/2025,CHEV,LL,TBZ,BRO,EZ88654,IL,10300 S. Doty,(773) 568-8495,2989184
06/25/2025,HYUN,4D,ELN,GRY,EH90381,IL,701 N. Sacramento,(773) 265-7605,7126280
07/06/2025,FORD,LL,,WHI,DE28R93,CA,701 N. Sacramento,(773) 265-7605,7127497
07/06/2025,CHEV,PK,,GRY,3748025B,IL,701 N. Sacramento,(773) 265-7605,7127493
07/06/2025,NISS,LL,,GRY,CZ16917,IL,701 N. Sacramento,(773) 265-7605,7127494
06/22/2025,CHRY,VN,CRU,GRY,FL61475,IL,701 N. Sacramento,(773) 265-7605,7126164
05/18/2025,VOLK,4D,GOL,GRY,Z545529,IL,701 N. Sacramento,(773) 265-7605,7123300
04/29/2025,NISS,4D,,BLU,PXA496,OK,10300 S. Doty,(773) 568-8495,2987013
05/18/2025,CHEV,LL,TRX,GRY,BZ84783,IL,701 N. Sacramento,(773) 265-7605,7123302
05/05/2025,HYUN,4T,,BLK,FG50566,IL,10300 S. Doty,(773) 568-8495,2987322
06/27/2025,CHEV,4D,IMP,BLK,DM39617,IL,10300 S. Doty,(773) 568-8495,2989467
05/06/2025,HOND,LL,,SIL,EV63138,IL,400 E. Lower Wacker,(312) 744-7550,0342061
04/29/2025,AUDI,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7121752
04/29/2025,CHEV,4D,,BLK,1269WS,IL,10300 S. Doty,(773) 568-8495,2987014
06/27/2025,TOYT,4D,COA,SIL,EB86793,IL,10300 S. Doty,(773) 568-8495,2989466
07/11/2025,MERC,4D,GMQ,BLK,NONE,IL,10300 S. Doty,(773) 568-8495,2990133
06/22/2025,CHEV,VN,,WHI,79684HB,IL,701 N. Sacramento,(773) 265-7605,7126165
07/11/2025,LINC,LL,NAV,RED,EK23146,IL,10300 S. Doty,(773) 568-8495,2990134
05/21/2025,NISS,LL,RGE,BLK,ET658881,IL,701 N. Sacramento,(773) 265-7605,7123431
06/19/2025,CHEV,LL,,BLK,ES92670,IL,701 N. Sacramento,(773) 265-7605,7125815
04/24/2025,INTE,TR,,WHI,214611H,IL,10300 S. Doty,(773) 785-9752,1728003
06/15/2025,TOYT,LL,,BLK,Z456808,IL,701 N. Sacramento,(773) 265-7605,7125529
06/15/2025,HOND,MY,,WHI,0,IL,701 N. Sacramento,(773) 265-7605,7125487
06/15/2025,TOYT,MY,,BLU,JC27423,IL,701 N. Sacramento,(773) 265-7605,7125486
06/30/2025,JEEP,4D,,BLK,SFJ5074,GA,701 N. Sacramento,(773) 265-7605,7127118
05/02/2025,NISS,SW,,WHI,FH38067,IL,701 N. Sacramento,(773) 265-7605,7121883
05/12/2025,JEEP,LL,,RED,EB17352,IL,10300 S. Doty,(773) 568-8495,2987538
05/13/2025,CHEV,4D,,GRY,EN87596,IL,10300 S. Doty,(773) 568-8495,2987589
07/09/2025,FORD,4D,FUS,GRY,EV87858,IL,10300 S. Doty,(773) 785-9752,1728352
06/27/2025,BUIC,4D,,SIL,ER36455,IL,10300 S. Doty,(773) 568-8495,2989465
07/01/2025,FORD,4D,,WHI,Q312393,IL,400 E. Lower Wacker,(312) 744-7550,0346178
06/13/2025,DODG,4D,,BLU,1234567,IL,10300 S. Doty,(773) 568-8495,2988907
06/11/2025,DODG,4D,,BLU,S848232,IN,10300 S. Doty,(773) 568-8495,2988813
05/14/2025,AUDI,LL,ETN,BLK,NPPRN2,IN,701 N. Sacramento,(773) 265-7605,7122929
06/19/2025,TOYT,4D,PRI,GRY,,,701 N. Sacramento,(773) 265-7605,7125816
06/11/2025,DODG,LL,,BLK,Z559431,IL,10300 S. Doty,(773) 568-8495,2988812
07/03/2025,HOND,LL,HRV,BLK,TNB578,IN,701 N. Sacramento,(773) 265-7605,7127288
07/09/2025,CHEV,2D,CAM,WHI,NONE,IL,10300 S. Doty,(773) 568-8495,2990024
07/12/2025,NISS,LL,,SIL,CCH8483,TX,701 N. Sacramento,(773) 265-7605,7127837
06/19/2025,CHRY,VN,PCF,BLK,,,10300 S. Doty,(773) 568-8495,2989185
06/29/2025,HOND,4D,,GRY,DT76216,IL,701 N. Sacramento,(773) 265-7605,7127028
06/11/2025,FORD,4D,,WHI,ES34075,IL,10300 S. Doty,(773) 568-8495,2988815
05/02/2025,FORD,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,7121881
04/21/2025,BMW,LL,,WHI,FF39553,IL,10300 S. Doty,(773) 568-8495,2986721
05/06/2025,PONT,4D,,GRN,ER71663,IL,10300 S. Doty,(773) 568-8495,2987321
06/13/2025,CHEV,2D,,BLK,9BEG801,CA,701 N. Sacramento,(773) 265-7605,7125248
07/06/2025,FORD,LL,,GRN,FC44387,IL,701 N. Sacramento,(773) 265-7605,7127492
07/06/2025,CHEV,4D,CRZ,BLU,EY32500,IL,10300 S. Doty,(773) 568-8495,2989895
06/08/2025,INFI,4D,,GRY,VKUEWS,IL,10300 S. Doty,(773) 568-8495,2988717
06/13/2025,HOND,LL,,SIL,FJ47604,IL,701 N. Sacramento,(773) 265-7605,7125247
06/19/2025,CHRY,4D,PCF,BLK,,,10300 S. Doty,(773) 568-8495,2989185
06/29/2025,TOYT,4D,,,FA77373,IL,701 N. Sacramento,(773) 265-7605,7126787
06/29/2025,VOLV,4D,,BLK,CF28265,IL,701 N. Sacramento,(773) 265-7605,7127014
06/13/2025,KIA,4D,,BLK,FC55814,IL,10300 S. Doty,(773) 568-8495,2988908
05/12/2025,BUIC,4D,,TAN,FQ17292,IL,701 N. Sacramento,(773) 265-7605,2987588
07/01/2025,HOND,4D,ACC,GRY,AX18795,IL,701 N. Sacramento,(773) 265-7605,7127169
07/09/2025,DODG,LL,DUR,DBL,EH39803,IL,701 N. Sacramento,(773) 265-7605,7127696
05/29/2025,NISS,LL,RGE,GRY,EW11877,IL,10300 S. Doty,(773) 568-8495,2988296
07/05/2025,DODG,4D,,GRY,FG25354,IL,10300 S. Doty,(773) 568-8495,515077
05/03/2025,FORD,VN,TK,GRY,,IL,10300 S. Doty,(773) 568-8495,2987227
06/06/2025,HOND,VN,ODY,GRY,,,701 N. Sacramento,(773) 265-7605,7124690
07/09/2025,PORS,LL,CYN,BLK,CD40896,IL,701 N. Sacramento,(773) 265-1846,1549483
06/19/2025,FORD,LL,EDG,GRY,EG52413,IL,10300 S. Doty,(773) 568-8495,2989187
05/29/2025,CHRY,4D,200,BLK,EN29913,IL,10300 S. Doty,(773) 568-8495,2988300
07/09/2025,HYUN,4D,GEN,BLK,NONE,IL,701 N. Sacramento,(773) 265-7605,7127695
04/27/2025,VOLK,LL,,GRY,DY79504,IL,400 E. Lower Wacker,(312) 744-7550,0341306
04/27/2025,KIA,4T,,GRY,DA70394,IL,701 N. Sacramento,(773) 265-7605,7121538
04/27/2025,TOYT,4D,,WHI,Q515143,IL,400 E. Lower Wacker,(312) 744-7550,0341305
04/27/2025,TOYT,4T,,BLU,FA85330,IL,701 N. Sacramento,(773) 265-7605,7121545
05/13/2025,NISS,4D,,BLK,0000,IL,10300 S. Doty,(773) 568-8495,25030975
04/18/2025,CHEV,4D,,GRY,329CZK,IN,10300 S. Doty,(773) 568-8495,2986595
04/29/2025,JEEP,4D,,BLK,AG32882,IL,400 E. Lower Wacker,(312) 744-7550,0341522
06/03/2025,TOYT,4D,PRI,RED,FE60104,IL,701 N. Sacramento,(773) 265-1846,1549324
05/18/2025,HOND,4D,ACC,GLD,EV69464,IL,701 N. Sacramento,(773) 265-7605,7123298
04/27/2025,CHEV,LL,,BLK,DV21674,IL,701 N. Sacramento,(773) 265-7605,7121542
06/25/2025,FORD,PK,F25,WHI,NONE,IL,10300 S. Doty,(773) 568-8495,2989392
06/13/2025,BMW,LL,,GRY,EJ76409,IL,701 N. Sacramento,(773) 265-7605,7125250
06/08/2025,LINC,LL,,BLK,EC74786,IL,701 N. Sacramento,(773) 265-7605,7124978
04/24/2025,KIA,4D,,SIL,DF36485,IL,10300 S. Doty,(773) 568-8495,2986819
05/27/2025,PONT,4D,,TAN,N,IL,10300 S. Doty,(773) 785-9752,1728164
07/03/2025,NISS,LL,MUR,WHI,282DAK,IN,10300 S. Doty,(773) 568-8495,2989739
07/06/2025,TOYT,LL,,WHI,,,10300 S. Doty,(773) 568-8495,2989894
06/15/2025,HYUN,LL,SFE,WHI,DT47791,IL,701 N. Sacramento,(773) 265-7605,7125626
04/19/2025,MERC,LL,,BLU,CM62522,IL,701 N. Sacramento,(773) 265-7605,7120777
07/01/2025,CHEV,4D,CRZ,BLU,FD55248,IL,10300 S. Doty,(773) 568-8495,2989668
04/19/2025,MERC,4T,,GRY,FE131110,IL,701 N. Sacramento,(773) 265-7605,7120800
05/13/2025,CHEV,4D,,BLK,15237WS,IL,10300 S. Doty,(773) 568-8495,2987590
05/29/2025,MAZD,4D,,BLU,NONE,IL,701 N. Sacramento,(773) 265-7605,7124125
07/01/2025,HOND,4D,ACC,BLK,DR91747,IL,10300 S. Doty,(773) 568-8495,2989669
05/06/2025,BUIC,4D,,GRY,EJ19080,IL,10300 S. Doty,(773) 568-8495,2987327
07/01/2025,VOLK,4D,PAS,BLK,AD39593,IL,701 N. Sacramento,(773) 265-7605,7127170
04/27/2025,TOYT,LL,,GRY,503RTM,IN,701 N. Sacramento,(773) 265-7605,7121552
06/15/2025,SUZI,4D,KIZ,GRY,EA48164,IL,701 N. Sacramento,(773) 265-7605,7125625
04/29/2025,HYUN,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,7121758
05/14/2025,STRN,4D,AUR,BLU,NONE,IL,10300 S. Doty,(773) 568-8495,2987677
05/14/2025,CHEV,4D,MAL,GRY,DA31293,IL,10300 S. Doty,(773) 568-8495,2987676
04/29/2025,KIA,4D,,MAR,EP74765,IL,701 N. Sacramento,(773) 265-7605,7121757
05/14/2025,NISS,4D,ALT,WHI,DJ79576,IL,10300 S. Doty,(773) 785-9752,1728101
06/27/2025,JEEP,LL,GCH,GRY,ANE6565,WI,701 N. Sacramento,(773) 265-7605,7126379
07/08/2025,CHEV,4D,,GRY,DR50553,IL,701 N. Sacramento,(773) 265-7605,7127672
05/14/2025,AUDI,4D,,GRY,CE28859,IL,10300 S. Doty,(773) 568-8495,2987675
04/27/2025,HOND,4T,,BLK,V826807,IL,701 N. Sacramento,(773) 265-7605,7121549
06/30/2025,JEEP,4D,,BLK,SFJ5074,GA,701 N. Sacramento,(773) 265-7605,7127118
04/27/2025,CHEV,LL,,GRY,ALVARZ,WI,400 E. Lower Wacker,(312) 744-7550,0341311
06/30/2025,NISS,LL,MUR,WHI,NONE,IL,10300 S. Doty,(773) 568-8495,2989636
06/15/2025,MERZ,4D,,BLK,EYL1964,MI,10300 S. Doty,(773) 568-8495,2989017
06/25/2025,HYUN,4D,ACC,RED,EB97116,IL,701 N. Sacramento,(773) 265-7605,7126284
07/03/2025,CHEV,LL,EQX,BLK,10041E,IL,10300 S. Doty,(773) 568-8495,2989738
04/27/2025,VOLK,LL,,WHI,FB19767,IL,701 N. Sacramento,(773) 265-7605,7121544
05/12/2025,JEEP,LL,,RED,EB17352,IL,10300 S. Doty,(773) 568-8495,2987583
06/25/2025,GMC,LL,ACA,BRO,EA33803,IL,10300 S. Doty,(773) 568-8495,2989391
05/14/2025,AUDI,4D,,WHI,NONE,IL,701 N. Sacramento,(773) 265-7605,7122930
06/25/2025,HYUN,LL,,WHI,NONE,IL,10300 S. Doty,(773) 785-9752,1728303
06/15/2025,CHEV,PK,,SIL,2581806B,IL,10300 S. Doty,(773) 568-8495,2989015
05/14/2025,FORD,LL,XPL,BLK,EQ25111,IL,701 N. Sacramento,(773) 265-1846,1549204
05/25/2025,CHEV,LL,,BGE,EW60698,IL,701 N. Sacramento,(773) 265-7605,7123915
06/27/2025,MERZ,VN,SPR,WHI,3798791B,IL,701 N. Sacramento,(773) 265-1846,1549452
07/08/2025,JEEP,LL,,BLU,FJ71661,IL,701 N. Sacramento,(773) 265-7605,7127681
06/15/2025,NISS,4D,,RED,ER29607,IL,10300 S. Doty,(773) 568-8495,2989019
07/09/2025,CHRY,4D,300,SIL,DT58174,IL,701 N. Sacramento,(773) 265-1846,1549482
06/15/2025,FORD,LL,,GLD,DV52868,IL,10300 S. Doty,(773) 568-8495,2989018
05/06/2025,CADI,4D,,BLK,EA19029,IL,701 N. Sacramento,(773) 265-7605,7122242
06/27/2025,FORD,PK,,WHI,200470F,IL,10300 S. Doty,(773) 568-8495,2989468
06/13/2025,NISS,LL,,BLK,EN13211,IL,701 N. Sacramento,(773) 265-7605,7125251
07/01/2025,MITS,4D,,GRY,BL60141,CT,400 E. Lower Wacker,(312) 744-7550,0346181
06/25/2025,CHEV,4D,MAL,GRY,CV34253,IL,701 N. Sacramento,(773) 265-7605,7126285
05/27/2025,DODG,LL,,GRY,CM33090,IL,10300 S. Doty,(773) 568-8495,2988202
05/14/2025,JEEP,LL,GCH,RED,FP298895,IL,701 N. Sacramento,(773) 265-7605,7122933
06/11/2025,KIA,LL,SOR,BLK,AM44970,IL,10300 S. Doty,(773) 568-8495,2988817
07/01/2025,CHEV,VN,,WHI,F110454,IL,10300 S. Doty,(773) 785-9752,1728324
04/22/2025,LINC,4D,,SIL,EM57756,IL,701 N. Sacramento,(773) 265-7605,7121074
05/21/2025,FORD,VN,TCN,WHI,137713C,IL,10300 S. Doty,(773) 568-8495,2987966
06/06/2025,CHEV,LL,,BLK,,,10300 S. Doty,(773) 568-8495,2988621
06/11/2025,VOLK,LL,TGN,SIL,DU23878,IL,10300 S. Doty,(773) 568-8495,2988816
07/11/2025,INFI,4D,Q70,BLK,AS55429,IL,10300 S. Doty,(773) 568-8495,2990132
07/01/2025,NISS,4D,,BLK,CK21316,IL,400 E. Lower Wacker,(312) 744-7550,0346176
06/25/2025,FORD,PK,F15,BLK,2450062B,IL,10300 S. Doty,(773) 785-9752,1728304
05/06/2025,CHRY,4D,,WHI,L343774,IL,400 E. Lower Wacker,(312) 744-7550,0342063
07/11/2025,AUDI,4D,,WHI,EW84788,IL,701 N. Sacramento,(773) 265-7605,7127844
05/23/2025,BMW,4D,520,WHI,,,10300 S. Doty,(773) 568-8495,2988039
04/27/2025,CHEV,LL,,LBL,ED49027,IL,701 N. Sacramento,(773) 265-7605,7121546
07/11/2025,INFI,4D,Q70,BLK,AS55429,IL,10300 S. Doty,(773) 568-8495,2990132
05/27/2025,INFI,4D,,BLK,0,IL,701 N. Sacramento,(773) 265-7605,7123996
05/13/2025,INFI,4D,,BLK,CF23290,IL,701 N. Sacramento,(773) 265-7605,7122874
04/24/2025,CHEV,VN,,YEL,,IL,10300 S. Doty,(773) 568-8495,2986820
06/13/2025,CHEV,4D,,YEL,FJ17153,IL,701 N. Sacramento,(773) 265-7605,7125252
06/23/2025,FORD,LL,,BLK,ET62329,IL,10300 S. Doty,(773) 568-8495,2989288
06/11/2025,CHEV,VN,,WHI,3588769B,IL,10300 S. Doty,(773) 785-9752,1728248
06/16/2025,NISS,4D,VRS,BLK,DR93855,IL,701 N. Sacramento,(773) 265-7605,7125646
06/29/2025,BUIC,4D,,GRY,DT63733,IL,701 N. Sacramento,(773) 265-7605,7127025
07/12/2025,HOND,4D,,GRY,CZAC709,ON,400 E. Lower Wacker,(312) 744-7550,0347132
05/14/2025,FORD,PK,F15,BLU,NONE,IL,701 N. Sacramento,(773) 265-7605,7122931
04/27/2025,JEEP,LL,,BLK,162DOB,IN,701 N. Sacramento,(773) 265-7605,7121543
05/29/2025,LINC,LL,MKX,BLK,DQ71374,IL,10300 S. Doty,(773) 785-9752,1728182
06/05/2025,INFI,LL,,BLK,EG65703,IL,10300 S. Doty,(773) 568-8495,2988622
06/15/2025,NISS,4D,,RED,BGM9101,TN,10300 S. Doty,(773) 568-8495,2989016
04/27/2025,VOLK,LL,,GRY,DF77224,IL,701 N. Sacramento,(773) 265-7605,7121539
07/06/2025,FORD,LL,EDG,WHI,FP266232,IL,701 N. Sacramento,(773) 265-7605,7127565
04/27/2025,VOLK,LL,,GRY,EU45868,IL,701 N. Sacramento,(773) 265-7605,7121554
05/02/2025,TOYT,LL,,WHI,EQ29508,IL,701 N. Sacramento,(773) 265-7605,7121891
04/27/2025,ACUR,LL,,GRY,BG49901,IL,701 N. Sacramento,(773) 265-7605,7121547
07/03/2025,NISS,4D,MAX,GRY,NONE,IL,701 N. Sacramento,(773) 265-7605,7127286
04/19/2025,LAND,LL,,BLK,DX27511,IL,701 N. Sacramento,(773) 265-7605,7120789
06/25/2025,TWOG,TE,,BRO,NONE,IL,10300 S. Doty,(773) 785-9752,1728305
07/03/2025,TESL,LL,TX,BLU,62980EL,IL,701 N. Sacramento,(773) 265-7605,7127289
04/19/2025,GMC,LL,,BLK,EE24980,IL,701 N. Sacramento,(773) 265-7605,7120782
05/23/2025,MERZ,2D,AGT,SIL,DK91047,IL,701 N. Sacramento,(773) 265-7605,7123587
05/29/2025,CHRY,VN,TOW,LBL,DJ25545,IL,10300 S. Doty,(773) 568-8495,2988298
05/02/2025,JEEP,LL,,GRY,DN51368,IL,701 N. Sacramento,(773) 265-7605,7121889
05/21/2025,DODG,LL,DUR,BLK,NVRSMR1,IL,10300 S. Doty,(773) 568-8495,2987963
04/27/2025,NISS,LL,,BLK,EE77418,IL,701 N. Sacramento,(773) 265-7605,7121548
05/06/2025,FORD,4D,,GRY,CWG468,IN,10300 S. Doty,(773) 568-8495,2987328
05/23/2025,GMC,LL,YUK,BLK,EN49656,IL,10300 S. Doty,(773) 568-8495,2988024
05/27/2025,KIA,LL,,WHI,MEE665,IA,701 N. Sacramento,(773) 265-7605,7123994
06/13/2025,FORD,4D,,WHI,FF69236,IL,10300 S. Doty,(773) 568-8495,2988911
07/12/2025,NISS,LL,,BLK,TYE269,IN,701 N. Sacramento,(773) 265-7605,7127839
07/03/2025,CHEV,LL,TRV,TAN,WH3043D,WI,10300 S. Doty,(773) 568-8495,2989737
04/19/2025,NISS,4T,,DBL,6153BD,IL,701 N. Sacramento,(773) 265-7605,7120788
06/11/2025,DODG,4D,CAL,BLK,011607A1,IL,10300 S. Doty,(773) 785-9752,1728249
05/23/2025,JEEP,LL,WRG,WHI,16749WS,IL,701 N. Sacramento,(773) 265-7605,7123588
06/11/2025,AUDI,4D,AA6,BLK,EX92682,IL,10300 S. Doty,(773) 568-8495,2988818
04/27/2025,,4T,,GRY,EY79944,IL,701 N. Sacramento,(773) 265-7605,7121566
07/08/2025,CHEV,LL,,BLK,,,701 N. Sacramento,(773) 265-7605,7127680
06/13/2025,HOND,2D,,WHI,1234567,IL,10300 S. Doty,(773) 568-8495,2988913
04/24/2025,TOYT,4D,,BLK,FB33841,IL,701 N. Sacramento,(773) 265-7605,7121254
07/03/2025,NISS,4D,ALT,SIL,DF68879,IL,10300 S. Doty,(773) 568-8495,29897741
06/05/2025,SUBA,4D,,GRY,DV46969,IL,701 N. Sacramento,(773) 265-7605,7124695
06/06/2025,CHEV,LL,,BLK,EJ39762,IL,701 N. Sacramento,(773) 265-7605,7124696
06/11/2025,BUIC,4D,VER,BLK,FB27736,IL,10300 S. Doty,(773) 785-9752,1728247
06/03/2025,KIA,4D,OPT,BLK,FE21971,IL,701 N. Sacramento,(773) 265-1846,1549327
05/06/2025,HYUN,4D,,RED,OQMZ79,MI,400 E. Lower Wacker,(312) 744-7550,0342065
06/13/2025,MAZD,4D,,BRZ,1234567,IL,10300 S. Doty,(773) 568-8495,2988912
07/03/2025,HOND,4D,CIV,BLK,DT56680,IL,701 N. Sacramento,(773) 265-7605,7127291
06/13/2025,FORD,LL,,GRY,ER56195,IL,701 N. Sacramento,(773) 265-7605,7125253
07/03/2025,CHEV,LL,TRX,RED,FD98007,IL,701 N. Sacramento,(773) 265-7605,7127292
05/13/2025,CHEV,LL,,SIL,0000,IL,701 N. Sacramento,(773) 265-7605,7122875
04/27/2025,TOYT,4T,,BLU,EK80203,IL,701 N. Sacramento,(773) 265-7605,7121575
04/27/2025,DODG,LL,,WHI,EZ15959,IL,701 N. Sacramento,(773) 265-7605,7121576
06/25/2025,BUIC,4D,LCR,BLK,DK30010,IL,701 N. Sacramento,(773) 265-1846,1549441
06/27/2025,BMW,4D,002,BLK,EU89918,IL,10300 S. Doty,(773) 568-8495,2989472
06/22/2025,HOND,LL,,GRY,EN77541,IL,701 N. Sacramento,(773) 265-7605,25038647
06/16/2025,ROV,LL,25,BLK,EP96330,IL,10300 S. Doty,(773) 568-8495,2989045
06/27/2025,CHEV,LL,BLZ,BLU,ES37374,IL,10300 S. Doty,(773) 568-8495,2989470
05/18/2025,AUDI,4D,,BLK,EV44286,IL,701 N. Sacramento,(773) 265-7605,7123309
06/16/2025,DODG,PK,,BLK,4092824B,IL,701 N. Sacramento,(773) 265-7605,7125628
07/03/2025,CHEV,4D,CBT,BLU,CV68060,IL,701 N. Sacramento,(773) 265-7605,7127290
04/27/2025,KIA,4D,,WHI,EF99041,IL,400 E. Lower Wacker,(312) 744-7550,0341321
06/25/2025,AUDI,LL,Q5,BLK,NONE,IL,10300 S. Doty,(773) 785-9752,1728302
06/25/2025,MDCA,MH,,GRY,SNC175,IL,10300 S. Doty,(773) 785-9752,1728301
06/16/2025,INFI,4D,,WHI,EW85492,IL,701 N. Sacramento,(773) 265-7605,7125634
04/17/2025,FORD,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7120654
06/16/2025,HYUN,UT,,WHI,,,701 N. Sacramento,(773) 265-7605,7125636
06/16/2025,CHEV,LL,,GRY,EW52970,IL,10300 S. Doty,(773) 568-8495,2989048
06/11/2025,AUDI,LL,Q7,RED,DW99144,IL,701 N. Sacramento,(773) 265-7605,7125143
07/08/2025,NISS,4D,,RED,,,701 N. Sacramento,(773) 265-7605,7127678
04/27/2025,TOYT,4T,,GRY,DJ12544,IL,701 N. Sacramento,(773) 265-7605,7121564
07/09/2025,ACUR,LL,,BLK,,,701 N. Sacramento,(773) 265-7605,7127679
06/13/2025,JEEP,LL,,WHI,EX13291,IL,701 N. Sacramento,(773) 265-7605,7125254
06/27/2025,FORD,LL,ECP,BLU,EX92212,IL,10300 S. Doty,(773) 568-8495,2989469
04/27/2025,JEEP,LL,,WHI,LNZ1087,NY,701 N. Sacramento,(773) 265-7605,7121559
04/27/2025,TOYT,4T,,BLK,CR22743,IL,701 N. Sacramento,(773) 265-7605,7121567
05/23/2025,KIA,4D,OPT,BLK,EK45070,IL,701 N. Sacramento,(773) 265-7605,723634
05/06/2025,CHEV,2D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2987329
06/17/2025,HYUN,4D,SON,SIL,7716BD,IL,10300 S. Doty,(773) 568-8495,2989101
06/27/2025,NISS,LL,RGE,GRY,CQ76010,IL,701 N. Sacramento,(773) 265-7605,7126380
07/01/2025,NISS,4D,,GRY,BF59202,IL,400 E. Lower Wacker,(312) 744-7550,0346180
07/03/2025,BUIC,LL,ECR,SIL,DT26486,IL,701 N. Sacramento,(773) 265-7605,7127293
06/11/2025,HOND,4D,,SIL,EE71948,IL,701 N. Sacramento,(773) 265-7605,7125142
06/25/2025,BMW,4D,,BLK,EN76869,IL,10300 S. Doty,(773) 785-9752,1728299
04/22/2025,,MC,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7121075
04/19/2025,KIA,LL,,RED,FD37811,IL,701 N. Sacramento,(773) 265-7605,7120781
07/12/2025,NISS,VN,,WHI,2234669B,IL,701 N. Sacramento,(773) 265-7605,7127829
05/06/2025,FORD,4D,,GRY,CH72070,IL,701 N. Sacramento,(773) 265-7605,7122246
04/19/2025,PORS,LL,,BLK,ES93260,IL,701 N. Sacramento,(773) 265-7605,7120794
07/06/2025,JEEP,LL,,GRY,FE13174,IL,701 N. Sacramento,(773) 265-7605,7127501
07/06/2025,HOND,4D,,BLK,DG96496,IL,701 N. Sacramento,(773) 265-7605,7127503
04/27/2025,NISS,4D,,BLK,338CKS,IN,400 E. Lower Wacker,(312) 744-7550,0341312
05/13/2025,GMC,LL,,SIL,0000,IL,701 N. Sacramento,(773) 265-7605,7122877
04/17/2025,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2986527
07/06/2025,CADI,LL,,BLK,DZ26064,IL,701 N. Sacramento,(773) 265-7605,7127505
05/06/2025,TOYT,4D,,TAN,329UZJ,WI,400 E. Lower Wacker,(312) 744-7550,0342066
05/02/2025,HYUN,4D,,BRO,K9L938,KY,701 N. Sacramento,(773) 265-7605,7121894
04/19/2025,CHEV,SW,,BLK,EH48566,IL,701 N. Sacramento,(773) 265-7605,7120787
04/17/2025,NISS,LL,PTH,GRY,ER34435,IL,10300 S. Doty,(773) 568-8495,2986501
06/06/2025,TOYT,4D,CAM,RED,DM32782,IL,701 N. Sacramento,(773) 265-7605,7124699
06/13/2025,CHRY,LL,,BLU,EM27686,IL,701 N. Sacramento,(773) 265-7605,7125255
04/19/2025,TOYT,4D,,BLK,L373815,IL,701 N. Sacramento,(773) 265-7605,7120790
05/06/2025,CHEV,4D,,WHI,DS59680,IL,10300 S. Doty,(773) 568-8495,2987332
